,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
919,919,Audi,S4 3.0T Premium Plus,2014,87500,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,24000
920,920,Chevrolet,Tahoe LT,2022,2894,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,63900
921,921,Chevrolet,Corvette Stingray w/3LT,2023,3158,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,60995
922,922,Audi,S4 3.0T Premium,2020,14000,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,44000
923,923,Ford,Mustang GT Premium,2013,110000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,30000
924,924,Ford,Bronco Outer Banks Advanced,2021,3400,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,–,None reported,Yes,57000
925,925,BMW,428 Gran Coupe i xDrive,2016,80124,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,23995
926,926,Jeep,Wrangler Sport,1998,175722,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,9950
927,927,Jeep,Wrangler Sport,2018,23000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,–,None reported,Yes,42000
928,928,Ford,Mustang GT Premium,2015,125000,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,18900
929,929,Chevrolet,Monte Carlo SS,2005,75000,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,15000
930,930,Audi,A7 3.0T Prestige,2012,94000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,12500
931,931,Mercedes-Benz,E-Class E 350 4MATIC,2015,89563,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,60000
932,932,Cadillac,Escalade ESV Platinum,2018,56536,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,29995
933,933,Toyota,4Runner Limited,2011,163000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,Yes,8300
934,934,Jeep,Patriot Latitude,2016,111000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,7599
935,935,Ford,Fusion Hybrid SE Hybrid,2013,125519,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Black,At least 1 accident or damage reported,Yes,4750
936,936,Jaguar,F-TYPE R,2018,49650,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,None reported,Yes,41500
937,937,Ford,F-150 Lariat,2018,29000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,29000
938,938,Land,Rover Range Rover Supercharged,2008,130000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15500
939,939,Lexus,RX 350 Base,2016,68500,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,30500
940,940,Land,Rover Range Rover Sport HSE,2007,153843,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9950
941,941,RAM,ProMaster 2500 High Roof,2011,194000,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,6900
942,942,Lexus,GX 460 Base,2020,2533,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,63997
943,943,Toyota,Tacoma PreRunner,2013,160000,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,14500
944,944,Porsche,911 Carrera C2S,2015,72700,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,30500
945,945,Ford,E350 Super Duty Base,2006,158000,Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,8500
946,946,Chevrolet,Corvette Stingray w/2LT,2022,2200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Red,None reported,Yes,42500
947,947,BMW,335 i xDrive,2012,91545,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,18000
948,948,Porsche,911 Carrera,2023,8307,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,78499
949,949,BMW,X5 xDrive35i,2016,85275,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,24899
950,950,Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2017,104000,Gasoline,353.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,10500
951,951,Jeep,Wagoneer Series III,2022,30301,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,31599
952,952,Chevrolet,Suburban Premier,2017,117000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,28000
953,953,BMW,M240 i,2018,19300,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,36000
954,954,BMW,M235 i,2020,25420,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,140000
955,955,Honda,Civic EX,2020,62000,Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Gray,None reported,Yes,24000
956,956,Porsche,911 Carrera 4S,2015,86000,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19000
957,957,Jaguar,F-TYPE R,2018,58000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,63500
958,958,Toyota,Tundra SR5,2022,31000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,43000
959,959,BMW,X5 xDrive40i,2020,46000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,40000
960,960,Mercedes-Benz,E-Class E 350,2014,89148,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,None reported,Yes,17800
961,961,Chevrolet,S-10 LS Crew Cab,2004,139000,Gasoline,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,26900
962,962,Mazda,CX-30 Premium Package,2022,23230,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,36740
963,963,Mercedes-Benz,C-Class C 300 4MATIC,2019,28663,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Cirrus Silver Metallic,AMG Black,None reported,Yes,45950
964,964,BMW,M3 Base,2017,50000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,75000
965,965,Audi,A6 3.0T Prestige,2015,89500,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,Black,None reported,Yes,26500
966,966,Pontiac,Firebird Base,2001,119000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,12990
967,967,Toyota,Sienna LE,2015,76000,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,18300
968,968,Dodge,Ram 1500 Quad Cab,2006,118000,Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900
969,969,Land,Rover Range Rover Sport HSE,2013,111000,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,15500
970,970,Bentley,Bentayga V8,2019,31875,Gasoline,5.0L V8 32V PDI DOHC,8-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,51890
971,971,Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Black,None reported,Yes,62479
972,972,BMW,750 i xDrive,2020,44000,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,54999
973,973,Audi,Q7 3.0T Prestige,2018,48000,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,At least 1 accident or damage reported,Yes,36750
974,974,Volvo,XC90 T6 Momentum,2013,80000,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,16000
975,975,Buick,Envision Preferred,2021,20104,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Burnished Bronze Metallic,Parchment,None reported,Yes,33295
976,976,Volvo,XC90 T6 Inscription,2020,60000,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,226000
977,977,BMW,X5 xDrive35i,2013,112000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,12700
978,978,Chevrolet,Corvette Base,1998,73000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,Yes,24900
979,979,Hyundai,Genesis Coupe 2.0T,2010,71000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,10995
980,980,Nissan,Maxima SV,2016,82900,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,Yes,23000
981,981,Toyota,Camry Hybrid Base,2022,109000,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Orange,White,At least 1 accident or damage reported,Yes,14980
982,982,Ford,F-250 XLT,2012,53000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,25221
983,983,Chevrolet,Corvette Stingray w/2LT,2021,12500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,73897
984,984,Honda,Ridgeline RTL-E,2019,14442,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,29800
985,985,Chevrolet,Tahoe LTZ,2015,104000,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,23400
986,986,Mercedes-Benz,AMG G 63 4MATIC,2017,38800,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,None reported,Yes,86900
987,987,BMW,M4 Base,2016,38718,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,35000
988,988,Mazda,CX-9 Grand Touring,2016,81400,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,19470
989,989,Land,Rover Range Rover Velar P380 SE R-Dynamic,2018,55000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,42000
990,990,Jeep,Wrangler Unlimited Sahara,2022,7102,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Hellayella Clearcoat,Black,None reported,Yes,244896
991,991,Nissan,Frontier SV,2010,96600,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,M/T,Beige,Gray,At least 1 accident or damage reported,Yes,17000
992,992,Porsche,911 Carrera Cabriolet,2007,155000,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,9000
993,993,Ford,Bronco XLT,1995,89000,–,–,A/T,Blue,Gray,None reported,Yes,7300
994,994,Toyota,Tundra SR5 Double Cab,2007,123921,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,8550
995,995,RAM,1500 Big Horn,2020,35003,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,37405
996,996,Toyota,Forester Base,2020,32744,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,Yes,18000
997,997,BMW,330 i xDrive,2018,55250,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,29999
998,998,Jeep,Gladiator Rubicon,2021,27989,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,38500
999,999,BMW,X6 xDrive50i,2016,61000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,28500
